Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType
2017-03-16 13:46:28.107,0.0,TCP  ,192.168.220.16,47080,192.168.210.5,1105.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 06:14:26.425,0.0,TCP  ,192.168.200.3,3827,192.168.220.16,51357.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-17 17:32:34.307,0.0,TCP  ,192.168.210.1,2161,192.168.220.16,36919.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:05:24.826,0.0,TCP  ,192.168.220.16,50150,192.168.100.4,7512.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:05:47.481,0.0,TCP  ,192.168.100.5,2260,192.168.220.16,50150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 13:46:32.867,0.0,TCP  ,192.168.220.16,47080,192.168.210.1,5033.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:03:48.514,0.0,TCP  ,192.168.220.16,50151,192.168.100.4,44442.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 00:26:04.391,0.0,TCP  ,192.168.220.16,33508,192.168.210.1,16000.0,1,58,1,....S.,0,attacker,portScan
2017-03-16 16:47:54.304,0.0,TCP  ,192.168.100.3,5280,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 02:41:43.217,0.0,TCP  ,192.168.220.16,33508,192.168.210.4,9502.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 15:47:50.432,0.0,TCP  ,192.168.220.16,33535,192.168.210.4,5060.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:02:07.104,0.0,TCP  ,192.168.220.16,38148,192.168.200.3,2968.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 15:41:43.108,0.0,TCP  ,192.168.220.16,45411,192.168.210.4,15660.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 10:00:21.048,0.0,TCP  ,192.168.220.16,40166,192.168.220.2,1089.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 13:25:37.414,0.0,TCP  ,192.168.100.1,3306,192.168.220.16,61477.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 10:02:39.374,0.0,TCP  ,192.168.220.16,40166,192.168.220.2,8021.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 02:16:52.063,0.0,TCP  ,192.168.220.16,33508,192.168.210.1,8701.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:02:28.727,0.0,TCP  ,192.168.200.3,12174,192.168.220.16,38149.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:05:49.519,0.0,TCP  ,192.168.100.6,3986,192.168.220.16,50150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-17 15:38:49.237,4.723,ICMP ,192.168.220.1,0,192.168.220.16,3.1,5,     350,1,......,192,victim,portScan
2017-03-16 13:53:15.529,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,portScan
2017-03-17 13:56:05.684,0.0,TCP  ,192.168.220.16,61477,192.168.100.5,10243.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:04:41.819,0.0,TCP  ,192.168.100.6,1035,192.168.220.16,50150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:03:56.011,0.0,TCP  ,192.168.220.16,50150,192.168.100.3,65129.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 14:35:52.105,0.0,TCP  ,192.168.220.16,52086,192.168.210.3,6004.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:38:28.597,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,portScan
2017-03-15 08:41:02.907,0.0,TCP  ,192.168.220.16,51358,192.168.200.8,10004.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:03:55.202,0.0,TCP  ,192.168.100.6,5952,192.168.220.16,50150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:03:53.494,0.0,TCP  ,192.168.220.16,50151,192.168.100.4,6389.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 13:52:30.539,0.0,TCP  ,192.168.220.16,61531,192.168.100.3,587.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 21:07:49.515,0.0,TCP  ,192.168.220.16,45411,192.168.210.4,1036.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 13:42:40.556,0.0,TCP  ,192.168.220.16,61499,192.168.100.6,587.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 14:20:43.464,0.0,TCP  ,192.168.220.2,1296,192.168.220.16,33168.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:06:45.770,0.0,TCP  ,192.168.100.5,1174,192.168.220.16,50151.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 13:45:51.452,0.0,TCP  ,192.168.220.16,46824,192.168.210.186,80.0,1,      54,1,.A....,0,attacker,portScan
2017-03-20 12:04:25.721,0.0,TCP  ,192.168.220.16,50150,192.168.100.1,631.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 17:07:06.626,0.0,TCP  ,192.168.210.2,4003,192.168.220.16,36919.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 14:23:57.656,0.0,TCP  ,192.168.220.16,52086,192.168.210.2,2222.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 16:21:09.623,0.0,TCP  ,192.168.220.16,33536,192.168.210.5,9050.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 04:44:09.091,0.0,UDP  ,192.168.220.16,137,192.168.220.255,137.0,1,      92,1,......,0,attacker,portScan
2017-03-17 17:53:19.923,0.0,TCP  ,192.168.220.16,36920,192.168.210.5,49.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 16:23:27.330,0.0,TCP  ,192.168.100.4,1455,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 07:40:20.197,0.0,TCP  ,192.168.210.1,902,192.168.220.16,33508.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-15 14:21:01.077,0.0,TCP  ,192.168.220.16,33168,192.168.220.2,1271.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 13:46:16.777,0.0,TCP  ,192.168.220.16,47080,192.168.210.4,34572.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:06:40.893,0.0,TCP  ,192.168.220.16,50150,192.168.100.6,61900.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:04:02.412,0.0,TCP  ,192.168.220.16,38148,192.168.200.5,555.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 16:08:21.487,0.0,TCP  ,192.168.100.2,1192,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 01:52:19.640,0.0,TCP  ,192.168.220.16,45412,192.168.210.4,1259.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:06:20.967,0.0,TCP  ,192.168.100.1,33354,192.168.220.16,50151.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 09:14:49.834,0.0,TCP  ,192.168.210.2,7921,192.168.220.16,33508.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:03:48.618,0.0,TCP  ,192.168.220.16,50150,192.168.100.1,52673.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:00:00.551,0.0,ICMP ,192.168.220.16,0,192.168.200.235,8.0,1,      42,1,......,0,attacker,portScan
2017-03-17 14:04:50.980,0.0,TCP  ,192.168.100.2,5221,192.168.220.16,61477.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-15 00:45:08.892,0.0,TCP  ,192.168.220.16,51357,192.168.200.2,1087.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 10:02:52.759,0.0,TCP  ,192.168.220.16,40166,192.168.220.1,5004.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 00:51:35.948,0.0,TCP  ,192.168.220.16,51358,192.168.200.9,1152.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 16:52:42.293,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,portScan
2017-03-16 16:57:23.414,0.0,TCP  ,192.168.100.2,901,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 16:25:54.367,0.0,TCP  ,192.168.100.5,17,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-15 05:54:35.227,0.0,TCP  ,192.168.220.16,51357,192.168.200.2,2557.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 16:35:04.437,0.0,TCP  ,192.168.220.16,33535,192.168.210.2,1086.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 13:57:07.317,0.0,TCP  ,192.168.100.2,49,192.168.220.16,61477.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 13:01:43.103,0.0,TCP  ,192.168.220.16,38148,192.168.200.8,1028.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 14:06:22.156,0.0,TCP  ,192.168.100.2,1300,192.168.220.16,61477.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 18:18:46.386,0.0,TCP  ,192.168.100.2,5901,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-15 03:35:14.660,0.0,TCP  ,192.168.200.5,2007,192.168.220.16,51357.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-17 17:49:14.962,0.0,TCP  ,192.168.210.3,5877,192.168.220.16,36919.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 20:27:59.976,0.0,TCP  ,192.168.220.16,33508,192.168.210.4,3476.0,1,58,1,....S.,0,attacker,portScan
2017-03-16 18:12:58.299,0.0,TCP  ,192.168.100.1,2383,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:03:47.784,0.0,TCP  ,192.168.220.16,50150,192.168.100.1,993.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 17:15:59.978,0.0,TCP  ,192.168.220.16,36919,192.168.210.1,666.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:03:53.732,0.0,TCP  ,192.168.200.2,9593,192.168.220.16,38150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 13:03:54.380,0.0,TCP  ,192.168.200.2,16016,192.168.220.16,38148.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-20 12:06:06.007,0.0,TCP  ,192.168.100.1,10024,192.168.220.16,50150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 17:44:54.803,0.0,TCP  ,192.168.100.5,1533,192.168.220.16,53392.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 13:46:08.387,0.0,TCP  ,192.168.220.16,47081,192.168.210.2,1417.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 14:41:58.428,0.0,TCP  ,192.168.210.1,5004,192.168.220.16,60387.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-17 17:05:37.731,0.0,TCP  ,192.168.220.16,36945,192.168.210.5,3389.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 13:45:54.936,0.0,TCP  ,192.168.210.3,8080,192.168.220.16,47080.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 13:02:57.543,0.0,TCP  ,192.168.220.16,38151,192.168.200.8,1068.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 13:29:44.549,0.0,TCP  ,192.168.220.16,61477,192.168.100.1,49163.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 18:46:06.475,0.0,TCP  ,192.168.220.16,53392,192.168.100.4,22939.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 13:05:06.584,0.0,TCP  ,192.168.220.16,38148,192.168.200.3,161.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 08:55:12.998,0.0,TCP  ,192.168.220.16,33508,192.168.210.3,13.0,1,      58,1,....S.,0,attacker,portScan
2017-03-21 12:59:57.294,0.0,ICMP ,192.168.200.2,0,192.168.220.16,0.0,1,      42,1,......,0,victim,portScan
2017-03-16 14:42:59.706,0.0,TCP  ,192.168.210.1,1213,192.168.220.16,60387.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-17 13:59:31.173,0.0,TCP  ,192.168.100.2,1054,192.168.220.16,61477.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-17 17:22:05.055,0.0,TCP  ,192.168.220.16,36920,192.168.210.5,9011.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 12:03:02.363,0.0,TCP  ,192.168.220.16,49894,192.168.100.181,80.0,1,      54,1,.A....,0,attacker,portScan
2017-03-17 17:12:05.086,0.0,TCP  ,192.168.220.16,36919,192.168.210.5,9290.0,1,      58,1,....S.,0,attacker,portScan
2017-03-16 13:46:57.771,0.0,TCP  ,192.168.220.16,47082,192.168.210.5,1083.0,1,      58,1,....S.,0,attacker,portScan
2017-03-20 09:04:33.158,0.0,TCP  ,192.168.220.1,808,192.168.220.16,41422.0,1,      54,1,.A.R..,0,victim,portScan
