Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-20 08:47:02.172,0.0,TCP  ,192.168.220.13,34665,11156_192,80.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-17 12:06:04.502,0.0,TCP  ,10022_249,80,192.168.220.14,37279.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 17:37:33.209,0.0,TCP  ,14401_170,80,192.168.220.14,39423.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 12:37:23.233,0.0,TCP  ,192.168.220.16,49117,10321_204,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 13:05:12.611,0.005,TCP  ,192.168.220.16,38858,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-15 07:17:11.847,0.0,TCP  ,192.168.220.7,56529,10081_164,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 16:07:42.625,0.131,TCP  ,192.168.220.12,44124,10295_67,443.0,11,    5501,1,.AP.SF,0,normal,---,---,---
2017-03-17 16:48:50.028,0.0,ICMP ,192.168.220.16,0,192.168.210.79,8.0,1,      42,1,......,0,attacker,portScan,20,nmap args: -sS -T 2
2017-03-15 15:20:20.670,1.154,TCP  ,192.168.210.5,64095,12395_67,443.0,8,    1261,1,.APRS.,0,normal,---,---,---
2017-03-16 10:01:23.128,0.0,TCP  ,192.168.220.11,37382,10077_154,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 13:55:24.801,0.019,TCP  ,192.168.220.12,51114,10174_54,80.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-15 14:41:12.306,0.002,TCP  ,192.168.100.6,80,192.168.220.16,55156.0,3,     206,1,.A..SF,0,victim,dos,6,---
2017-03-21 15:05:08.540,0.003,TCP  ,192.168.220.16,43039,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,42,10000 connections on 192.168.100.6:80
2017-03-17 11:45:04.680,0.0,TCP  ,10686_89,443,192.168.200.5,44116.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-19 23:21:37.262,0.0,TCP  ,EXT_SERVER,8082,192.168.200.9,51072.0,1,     200,1,.AP...,32,normal,---,---,---
2017-03-16 11:09:15.830,0.0,UDP  ,192.168.210.5,52804,DNS,53.0,1,      70,1,......,0,normal,---,---,---
2017-03-17 13:24:32.779,0.0,TCP  ,192.168.220.5,56693,10532_180,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 10:29:29.574,0.086,TCP  ,10295_67,443,192.168.220.13,37127.0,13,    4764,1,.AP.SF,32,normal,---,---,---
2017-03-20 15:30:01.173,0.066,TCP  ,10005_14,443,192.168.200.8,61885.0,2,     200,1,.AP...,32,normal,---,---,---
2017-03-16 08:08:45.501,0.0,TCP  ,192.168.220.4,32802,10077_156,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 14:17:55.386,0.004,TCP  ,192.168.220.16,57052,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-20 15:24:21.597,0.035,TCP  ,192.168.200.4,43821,10296_228,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-17 14:17:34.164,0.004,TCP  ,192.168.220.16,47446,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-20 09:29:42.739,0.0,TCP  ,10492_168,443,192.168.220.4,53049.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-15 07:15:39.017,0.0,TCP  ,10106_93,443,192.168.220.7,49182.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-20 15:17:39.970,0.313,TCP  ,14547_188,80,192.168.200.4,32958.0,5,    2138,1,.AP.S.,32,normal,---,---,---
2017-03-17 13:15:58.445,0.0,TCP  ,192.168.200.4,53120,10004_7,443.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-16 07:45:40.079,0.0,TCP  ,192.168.220.7,38736,10163_60,443.0,2,     108,1,...R..,0,normal,---,---,---
2017-03-16 15:03:24.326,0.0,UDP  ,192.168.200.9,58009,DNS,53.0,1,      79,1,......,0,normal,---,---,---
2017-03-17 11:12:11.444,0.0,TCP  ,192.168.220.13,47577,10076_237,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 14:14:20.612,0.0,TCP  ,192.168.220.4,40459,10316_219,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 10:39:59.597,0.0,UDP  ,192.168.210.5,65521,DNS,53.0,1,      69,1,......,0,normal,---,---,---
2017-03-18 15:18:57.712,0.0,TCP  ,192.168.220.7,53536,10056_179,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 09:55:52.367,0.08,TCP  ,10796_101,443,192.168.220.4,42563.0,12,   15332,1,.AP.S.,32,normal,---,---,---
2017-03-16 06:32:34.734,0.0,TCP  ,10060_27,80,192.168.220.11,50974.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 10:23:08.635,0.0,TCP  ,11062_193,80,192.168.210.5,60020.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 07:46:37.182,0.0,TCP  ,192.168.220.7,53294,10022_249,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 13:04:34.181,0.001,TCP  ,192.168.100.6,80,192.168.220.16,52583.0,4,     272,1,.A..SF,0,victim,dos,16,10000 connections on 192.168.100.6:80
2017-03-18 08:34:52.755,0.005,TCP  ,192.168.220.16,50468,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-21 13:26:15.743,0.0,TCP  ,10007_17,80,192.168.220.8,59289.0,2,     132,1,.A...F,32,normal,---,---,---
2017-03-15 11:46:44.563,0.036,TCP  ,192.168.220.12,53991,10587_198,443.0,3,     414,1,.AP...,0,normal,---,---,---
2017-03-20 10:05:43.147,0.0,TCP  ,192.168.220.12,58670,10638_100,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 10:56:29.800,0.103,TCP  ,192.168.100.4,993,192.168.220.10,59809.0,31,   24113,1,.AP.S.,0,normal,---,---,---
2017-03-17 13:06:20.163,0.004,TCP  ,192.168.220.16,53328,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-20 09:03:23.428,0.0,TCP  ,192.168.210.5,49228,10077_156,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-20 16:42:13.578,3.778,TCP  ,192.168.220.15,33887,11046_155,443.0,18,    4310,1,.AP...,0,normal,---,---,---
2017-03-17 09:04:02.287,0.0,TCP  ,11184_35,443,192.168.220.11,49836.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 16:11:24.586,0.017,UDP  ,DNS,53,192.168.220.14,59808.0,2,     250,1,......,0,normal,---,---,---
2017-03-16 13:42:08.833,0.024,TCP  ,192.168.220.12,45182,10163_16,80.0,2,     128,1,.A..S.,0,normal,---,---,---
2017-03-17 13:06:44.188,0.004,TCP  ,192.168.220.16,34897,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-20 12:26:34.153,0.007,TCP  ,192.168.100.6,80,192.168.220.16,34665.0,4,272,1,.A..SF,0,victim,dos,31,10000 connections on 192.168.100.6:80
2017-03-21 12:40:11.689,0.0,TCP  ,10578_200,443,192.168.220.4,51298.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-20 11:01:15.401,5.572,TCP  ,192.168.220.16,52759,14423_152,443.0,10,    9388,1,.AP...,0,normal,---,---,---
2017-03-21 12:29:02.760,0.0,TCP  ,192.168.220.16,40356,10145_27,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 07:39:31.011,0.0,TCP  ,192.168.220.7,35477,10085_31,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-15 15:37:46.443,0.0,UDP  ,DNS,53,192.168.220.7,56135.0,2,     352,1,......,0,normal,---,---,---
2017-03-15 11:00:39.808,0.0,TCP  ,192.168.200.4,35539,10318_7,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 12:22:03.864,0.0,TCP  ,10199_4,80,192.168.200.5,44108.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 14:16:37.063,0.004,TCP  ,192.168.100.6,80,192.168.220.16,54423.0,3,206,1,.A..SF,0,victim,dos,18,10000 connections on 192.168.100.6:80
2017-03-20 12:03:56.011,0.0,TCP  ,192.168.220.16,50150,192.168.100.3,65129.0,1,      58,1,....S.,0,attacker,portScan,29,nmap args: -sS -T 3
2017-03-16 09:20:36.584,0.0,TCP  ,192.168.220.7,35951,10074_39,80.0,1,      54,1,.A...F,0,normal,---,---,---
2017-03-15 13:39:53.632,0.839,TCP  ,192.168.200.4,50620,10139_47,443.0,5,     942,1,.AP.S.,0,normal,---,---,---
2017-03-20 12:30:01.301,0.0,TCP  ,10012_17,80,192.168.220.4,44112.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 11:05:28.107,0.0,TCP  ,192.168.200.4,44489,10058_155,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 17:13:08.382,0.03,TCP  ,192.168.220.13,39718,10145_17,80.0,2,    1512,1,.AP...,0,normal,---,---,---
2017-03-16 17:29:38.117,0.0,TCP  ,192.168.210.5,65114,10826_232,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-21 12:27:46.623,0.0,TCP  ,192.168.220.14,35386,10367_115,443.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-17 11:56:35.931,0.0,TCP  ,10223_4,443,192.168.220.5,42258.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 13:14:44.129,0.0,TCP  ,14387_229,443,192.168.220.8,57480.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 01:27:48.078,0.0,UDP  ,192.168.220.16,36542,DNS,53.0,2,     144,1,......,0,normal,---,---,---
2017-03-21 15:06:42.774,0.005,TCP  ,192.168.100.6,80,192.168.220.16,49847.0,4,272,1,.A..SF,0,victim,dos,42,10000 connections on 192.168.100.6:80
2017-03-21 11:43:36.165,0.0,TCP  ,10311_147,80,192.168.220.13,48945.0,1,      74,1,.A..S.,0,normal,---,---,---
2017-03-20 12:25:53.104,0.004,TCP  ,192.168.220.16,52074,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,31,10000 connections on 192.168.100.6:80
2017-03-15 10:06:04.625,0.0,TCP  ,10056_9,443,192.168.220.14,34425.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-19 11:19:40.591,0.059,TCP  ,EXT_SERVER,8000,192.168.200.9,51975.0,7,     800,1,.AP.SF,32,normal,---,---,---
2017-03-15 10:10:54.103,0.436,TCP  ,192.168.200.8,60075,11576_46,443.0,3,     163,1,.A...F,0,normal,---,---,---
2017-03-21 10:23:39.817,0.078,TCP  ,192.168.210.5,61649,14391_93,80.0,5,     836,1,.AP.SF,0,normal,---,---,---
2017-03-18 14:01:54.295,1.157,TCP  ,11549_222,80,192.168.220.14,34632.0,2,     148,1,.A..S.,32,normal,---,---,---
2017-03-21 11:43:04.626,0.0,TCP  ,10199_8,80,192.168.220.13,42190.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 10:38:46.685,0.526,TCP  ,10578_48,443,192.168.220.11,38379.0,13,   20151,1,.AP.S.,32,normal,---,---,---
2017-03-17 13:07:22.224,0.004,TCP  ,192.168.220.16,37877,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-21 09:59:47.664,0.0,TCP  ,11652_46,443,192.168.220.4,58757.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 14:17:26.957,0.006,TCP  ,192.168.220.16,44759,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-20 12:26:40.704,0.004,TCP  ,192.168.100.6,80,192.168.220.16,36708.0,3,206,1,.A..SF,0,victim,dos,31,10000 connections on 192.168.100.6:80
2017-03-15 16:23:54.536,0.024,UDP  ,DNS,53,192.168.220.15,39539.0,2,     390,1,......,0,normal,---,---,---
2017-03-16 18:07:04.957,0.619,TCP  ,10983_96,443,192.168.220.7,55752.0,9,    6941,1,.AP.S.,32,normal,---,---,---
2017-03-17 09:53:16.710,0.0,UDP  ,192.168.100.3,138,192.168.100.255,138.0,2,     511,1,......,0,normal,---,---,---
2017-03-17 16:45:04.166,1.798,TCP  ,192.168.220.12,38268,10328_25,443.0,11,    1650,1,.AP.SF,0,normal,---,---,---
2017-03-15 11:20:38.295,0.804,TCP  ,192.168.220.7,54292,10068_2,80.0,81,    6336,1,.AP.S.,0,normal,---,---,---
2017-03-16 14:18:10.310,0.018,TCP  ,192.168.220.9,58469,10005_36,443.0,3,     381,1,.AP...,0,normal,---,---,---
2017-03-18 15:51:40.579,0.049,TCP  ,EXT_SERVER,8000,192.168.200.9,64583.0,7,     659,1,.AP.SF,32,normal,---,---,---
2017-03-16 07:14:25.237,0.103,TCP  ,192.168.220.15,37568,12715_97,443.0,3,     198,1,.A...F,0,normal,---,---,---
2017-03-16 15:44:43.656,0.0,TCP  ,192.168.220.7,43830,10678_165,80.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-16 07:58:51.531,0.04,UDP  ,DNS,53,192.168.220.7,43064.0,2,     249,1,......,0,normal,---,---,---
2017-03-15 03:35:14.660,0.0,TCP  ,192.168.200.5,2007,192.168.220.16,51357.0,1,      54,1,.A.R..,0,victim,portScan,1,nmap args: -sS -T 1
2017-03-21 14:03:20.676,0.0,TCP  ,192.168.210.4,62394,14252_10,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-15 14:43:27.354,0.024,TCP  ,10585_220,443,192.168.220.13,47448.0,3,     229,1,.AP..F,32,normal,---,---,---
2017-03-16 15:32:44.220,0.0,TCP  ,192.168.210.5,59023,10793_130,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-20 12:05:24.826,0.0,TCP  ,192.168.220.16,50150,192.168.100.4,7512.0,1,      58,1,....S.,0,attacker,portScan,29,nmap args: -sS -T 3
2017-03-21 11:09:51.454,0.0,TCP  ,10057_29,80,192.168.220.15,44945.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 12:38:35.994,0.026,TCP  ,192.168.220.7,48366,10527_14,443.0,2,     178,1,.AP...,0,normal,---,---,---
2017-03-18 12:13:47.183,0.0,TCP  ,10098_125,80,192.168.220.14,40966.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 14:04:19.265,0.054,TCP  ,192.168.220.14,34683,10321_101,80.0,5,     768,1,.AP.S.,0,normal,---,---,---
2017-03-17 14:15:27.169,0.001,TCP  ,192.168.100.6,80,192.168.220.16,41352.0,3,206,1,.A..SF,0,victim,dos,18,10000 connections on 192.168.100.6:80
2017-03-15 16:00:54.941,0.05,TCP  ,192.168.220.12,33908,10163_59,443.0,5,     858,1,.AP.S.,0,normal,---,---,---
2017-03-17 12:44:15.104,0.0,TCP  ,192.168.220.12,37423,11250_25,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-17 16:34:31.969,0.002,UDP  ,192.168.220.12,42653,DNS,53.0,2,     164,1,......,0,normal,---,---,---
2017-03-20 14:02:40.631,0.0,TCP  ,192.168.220.14,39003,14514_142,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 14:17:03.560,0.004,TCP  ,192.168.220.16,36141,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-21 07:36:20.556,0.035,TCP  ,192.168.220.15,38983,10012_80,80.0,4,    2014,1,.AP...,0,normal,---,---,---
2017-03-21 10:36:46.380,0.0,TCP  ,10874_22,80,192.168.220.10,51593.0,1,     241,1,.A...F,32,normal,---,---,---
2017-03-21 14:02:55.068,0.0,UDP  ,DNS,53,192.168.210.4,60684.0,1,     128,1,......,0,normal,---,---,---
2017-03-20 10:13:20.881,0.002,TCP  ,192.168.220.16,56523,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,26,10000 connections on 192.168.100.6:80
2017-03-18 08:27:11.020,0.0,UDP  ,DNS,53,192.168.220.7,60977.0,2,     234,1,......,0,normal,---,---,---
2017-03-15 12:29:42.992,0.0,TCP  ,192.168.220.11,34142,10348_121,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 13:08:27.656,0.3,TCP  ,192.168.200.4,48878,10074_39,443.0,16,    1563,1,.AP.S.,0,normal,---,---,---
2017-03-17 12:41:18.681,0.0,TCP  ,192.168.220.16,39113,10145_115,443.0,2,     185,1,.AP..F,0,normal,---,---,---
2017-03-16 18:13:11.989,0.0,TCP  ,10073_65,80,192.168.220.7,35659.0,1,      58,1,.A..S.,32,normal,---,---,---
2017-03-17 11:12:22.659,0.0,UDP  ,192.168.220.13,47837,DNS,53.0,2,     154,1,......,0,normal,---,---,---
2017-03-19 21:02:49.359,0.144,TCP  ,10162_129,443,192.168.210.5,49618.0,5,     685,1,.AP...,32,normal,---,---,---
2017-03-20 12:26:35.669,0.006,TCP  ,192.168.220.16,35086,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,31,10000 connections on 192.168.100.6:80
2017-03-17 16:59:32.882,0.0,TCP  ,11912_4,80,192.168.220.4,42685.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 12:05:33.560,0.0,UDP  ,192.168.220.12,137,192.168.220.255,137.0,1,      92,1,......,0,normal,---,---,---
2017-03-21 23:01:48.464,0.0,TCP  ,10012_49,80,192.168.210.5,52747.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 12:13:40.047,0.057,TCP  ,EXT_SERVER,8000,192.168.200.8,58827.0,7,     654,1,.AP.SF,32,normal,---,---,---
2017-03-15 07:37:34.258,0.0,UDP  ,192.168.220.9,68,192.168.220.2,67.0,1,     342,1,......,0,normal,---,---,---
2017-03-18 13:38:55.097,0.03,TCP  ,192.168.220.14,51814,10296_228,80.0,2,     716,1,.AP...,0,normal,---,---,---
2017-03-21 09:23:05.960,0.232,TCP  ,192.168.200.9,51072,EXT_SERVER,8082.0,2,     319,1,.AP...,0,normal,---,---,---
2017-03-16 01:23:58.610,0.001,TCP  ,192.168.220.12,53169,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-18 13:30:09.456,0.0,UDP  ,DNS,53,192.168.220.7,33101.0,1,     107,1,......,0,normal,---,---,---
2017-03-21 16:10:56.234,0.0,TCP  ,12324_27,80,192.168.220.15,46660.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-18 08:31:41.215,0.103,TCP  ,192.168.220.7,51805,13958_142,443.0,2,     178,1,.AP...,0,normal,---,---,---
2017-03-21 11:27:41.970,0.0,TCP  ,192.168.220.8,48315,10321_204,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 11:49:29.348,0.255,TCP  ,10305_149,443,192.168.200.8,52459.0,5,     449,1,.AP.S.,32,normal,---,---,---
2017-03-20 09:00:08.033,0.0,TCP  ,10026_133,443,192.168.220.13,49394.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 10:40:48.369,0.0,TCP  ,192.168.220.16,54847,10129_14,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-17 13:04:28.972,0.004,TCP  ,192.168.100.6,80,192.168.220.16,50602.0,3,     206,1,.A..SF,0,victim,dos,16,10000 connections on 192.168.100.6:80
2017-03-16 10:38:58.609,0.0,TCP  ,192.168.220.11,33982,10902_202,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 10:13:14.037,0.002,TCP  ,192.168.100.6,80,192.168.220.16,53810.0,3,206,1,.A..SF,0,victim,dos,26,10000 connections on 192.168.100.6:80
2017-03-17 15:03:43.713,0.027,TCP  ,192.168.220.14,36648,10296_225,80.0,2,     140,1,.A..S.,0,normal,---,---,---
2017-03-21 11:02:48.301,0.0,TCP  ,192.168.100.5,445,192.168.220.5,48792.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-16 12:37:44.353,0.287,TCP  ,10072_43,80,192.168.220.10,53864.0,3,543,1,.A..SF,32,normal,---,---,---
2017-03-15 15:23:26.954,0.0,TCP  ,10064_169,443,192.168.220.4,50793.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 16:13:02.424,0.0,TCP  ,14402_114,80,192.168.220.15,52006.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 14:07:18.499,2.651,TCP  ,192.168.220.13,53831,11184_35,443.0,77,    8937,1,.AP...,0,normal,---,---,---
2017-03-16 07:01:55.117,0.107,TCP  ,10807_53,443,192.168.210.5,65002.0,3,     205,1,.AP..F,32,normal,---,---,---
2017-03-15 01:15:42.987,0.0,TCP  ,192.168.100.5,445,192.168.200.4,43183.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-16 12:07:25.353,0.175,TCP  ,192.168.200.5,39685,10718_106,443.0,3,     198,1,.A...F,0,normal,---,---,---
2017-03-17 08:34:10.618,0.0,TCP  ,10012_25,80,192.168.220.11,60390.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 06:33:21.963,0.0,TCP  ,10193_2,80,192.168.210.5,56054.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-15 19:10:22.217,0.0,TCP  ,10321_204,443,192.168.210.5,63771.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 16:35:45.251,0.0,UDP  ,192.168.220.15,51953,DNS,53.0,2,     158,1,......,0,normal,---,---,---
2017-03-17 11:55:27.577,0.0,TCP  ,10979_53,443,192.168.220.5,56712.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-15 18:07:16.154,0.025,TCP  ,192.168.220.8,42672,10527_14,443.0,3,     695,1,.AP...,0,normal,---,---,---
2017-03-19 16:02:59.831,0.0,TCP  ,192.168.100.4,52634,10006_132,25.0,1,      74,1,....S.,0,normal,---,---,---
2017-03-21 09:06:05.999,0.001,TCP  ,192.168.220.11,43980,10135_236,443.0,4,     264,1,.A...F,0,normal,---,---,---
2017-03-21 15:05:16.402,0.002,TCP  ,192.168.100.6,80,192.168.220.16,45737.0,4,     272,1,.A..SF,0,victim,dos,42,10000 connections on 192.168.100.6:80
2017-03-16 15:06:43.824,0.0,TCP  ,192.168.220.12,37203,10063_33,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 18:47:58.157,0.0,TCP  ,10325_11,443,192.168.220.8,41038.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 10:04:16.258,0.0,TCP  ,11046_148,80,192.168.220.8,40853.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 16:36:07.981,0.653,TCP  ,10223_61,80,192.168.210.5,54583.0,39,   77901,1,.AP.S.,0,normal,---,---,---
2017-03-17 11:48:24.701,0.0,TCP  ,192.168.220.16,49957,10056_85,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-18 16:53:02.169,0.0,TCP  ,13190_219,443,192.168.220.7,50801.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 12:15:30.877,0.155,TCP  ,11465_207,443,192.168.220.12,43091.0,7,    1877,1,.AP.SF,32,normal,---,---,---
2017-03-16 07:01:14.657,0.581,TCP  ,10798_7,443,192.168.210.5,64921.0,8,    6651,1,.AP.S.,32,normal,---,---,---
2017-03-20 11:45:13.801,0.0,TCP  ,192.168.220.16,49488,10087_41,443.0,1,66,1,.A....,0,normal,---,---,---
2017-03-21 14:32:58.017,0.0,TCP  ,12324_27,80,192.168.220.10,57280.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-17 10:01:28.312,0.058,TCP  ,192.168.220.16,56746,10296_226,443.0,2,     178,1,.AP...,0,normal,---,---,---
2017-03-16 06:41:56.838,0.021,TCP  ,10073_64,443,192.168.220.6,45788.0,3,     215,1,.AP..F,32,normal,---,---,---
2017-03-15 07:03:46.875,0.0,TCP  ,EXT_SERVER,8082,192.168.220.16,60803.0,1,     212,1,.AP...,32,normal,---,---,---
2017-03-21 13:18:25.814,0.0,TCP  ,192.168.210.5,56202,10758_154,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-21 15:49:56.333,0.0,TCP  ,EXT_SERVER,8082,192.168.200.9,51158.0,1,     200,1,.AP...,32,normal,---,---,---
2017-03-21 07:11:33.993,0.0,TCP  ,10012_24,80,192.168.220.4,34826.0,1,      74,1,.A..S.,32,normal,---,---,---
2017-03-21 08:59:03.054,0.0,TCP  ,192.168.220.11,55998,10012_81,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 11:22:32.663,0.0,TCP  ,10169_169,80,192.168.200.9,57972.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-16 10:41:53.533,0.015,TCP  ,10704_22,80,192.168.220.11,49651.0,2,     132,1,.A...F,32,normal,---,---,---
2017-03-21 07:02:42.697,0.0,UDP  ,DNS,53,192.168.210.5,58452.0,1,     237,1,......,0,normal,---,---,---
2017-03-21 15:50:28.559,0.34,TCP  ,192.168.220.4,53866,14387_229,443.0,17,    2491,1,.AP.S.,0,normal,---,---,---
2017-03-17 14:16:33.382,0.006,TCP  ,192.168.220.16,53035,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-17 06:55:56.833,0.719,TCP  ,11010_57,443,192.168.210.5,60459.0,7,    2796,1,.AP.S.,32,normal,---,---,---
2017-03-20 07:24:03.291,0.0,TCP  ,11380_97,443,192.168.220.4,48337.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 09:03:56.350,0.0,TCP  ,192.168.220.9,38084,10593_173,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 06:49:42.911,0.0,TCP  ,10296_225,80,192.168.210.5,60208.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-16 09:28:43.568,0.083,TCP  ,192.168.220.4,44924,10527_4,443.0,10,    2285,1,.AP.S.,0,normal,---,---,---
2017-03-17 08:39:20.536,0.0,TCP  ,11296_36,443,192.168.220.6,57711.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 07:14:25.285,0.0,TCP  ,192.168.220.7,40519,10994_238,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 06:39:39.295,0.433,TCP  ,10296_226,443,192.168.220.11,49383.0,14,    9147,1,.AP...,32,normal,---,---,---
2017-03-15 11:52:12.974,0.0,TCP  ,11835_203,80,192.168.220.12,44921.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 15:05:02.461,0.002,TCP  ,192.168.220.16,40862,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,42,10000 connections on 192.168.100.6:80
2017-03-20 23:17:37.673,0.003,TCP  ,192.168.220.14,46680,192.168.100.5,445.0,2,174,1,.AP...,0,normal,---,---,---
2017-03-20 10:59:11.711,0.0,TCP  ,10199_2,80,192.168.220.13,50756.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 18:31:53.402,0.0,TCP  ,11924_154,80,192.168.220.7,41167.0,1,     275,1,.AP...,32,normal,---,---,---
2017-03-16 18:58:54.839,0.021,TCP  ,192.168.200.9,58408,10320_171,80.0,2,108,1,.A...F,0,normal,---,---,---
2017-03-17 16:04:28.446,0.002,TCP  ,192.168.100.5,445,192.168.220.6,56250.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-20 09:27:23.082,0.006,TCP  ,192.168.100.6,80,192.168.220.16,47626.0,3,206,1,.A..SF,0,victim,dos,23,10000 connections on 192.168.100.6:80
2017-03-20 14:10:35.509,0.242,TCP  ,192.168.210.5,60451,10336_205,80.0,2,     888,1,.AP...,0,normal,---,---,---
